Employee_ID,Age,Gender,Department,Job_Role,Years_at_Company,Monthly_Salary,Working_Hours_Per_Week,Overtime_Hours,Remote_Work,Sleep_Hours,Work_Life_Balance,Stress_Score,Mental_Health_Score,Manager_Support,Job_Satisfaction,Training_Hours,Absent_Days,Performance_Rating,Wellbeing_Program,Productivity_Score,Burnout_Level,Burnout_Risk,Attrition_Risk,Joining_Date
EMP4697,35.0,Female,It,Support Team Lead,0.4,26574.14,56.0,15.0,No,6.7,6.0,3.0,9.0,4,6.0,14.0,5.0,5.0,No,7.0,Low,Low,Low,29/02/2016
EMP5385,43.0,Female,Customer Support,Customer Success Manager,3.2,50681.72,45.0,6.0,No,7.4,9.0,3.0,7.0,3,6.0,4.0,1.0,5.0,Yes,6.0,Low,Low,Low,"June 04, 2025"
 emp1729 ,20.0,Female,Customer Support,Customer Success Manager,2.0,32425.18,43.0,0.0,No,7.6,10.0,1.0,9.0,10,8.0,11.0,2.0,5.0,Yes,6.0,Low,Low,Low,15-Apr-2016
EMP5877,37.0,Male,Admin,Office Manager,4.0,43585.17,45.0,1.0,Yes,7.0,10.0,1.0,9.0,9,7.0,1.0,4.0,5.0,Yes,7.0,Low,Low,Low,29/08/2020
EMP1824,33.0,Male,Operations,Operations Executive,0.1,27954.65,54.0,4.0,No,8.2,9.0,1.0,9.0,3,6.0,9.0,-5.0,5.0,N,7.0,Low,Low,Low,"August 08, 2020"
EMP1634,33.0,Female,It,Software Engineer,11.0,43810.7,50.0,5.0,No,7.0,10.0,1.0,10.0,4,7.0,0.0,2.0,5.0,N,7.0,Low,Low,Low,"August 28, 2022"
EMP2590,33.0,F,Marketing,Seo Specialist,3.6,30982.7,54.0,21.0,No,7.9,7.0,2.0,7.0,5,6.0,10.0,4.0,5.0,No,7.0,Low,Low,Low,"July 08, 2018"
EMP2737,44.0,Female,Customer Support,Support Team Lead,6.3,51945.99,37.0,0.0,Y,7.1,9.0,2.0,9.0,7,8.0,15.0,4.0,5.0,No,7.0,,-,Low,-
EMP1574,44.0,,Customer Support,-,0.1,20884.67,48.0,12.0,Yes,6.6,7.0,1.0,10.0,6,6.0,8.0,2.0,5.0,N,9.0,Low,Low,Low,"October 22, 2019"
EMP1714,21.0,Male,Admin,Front Desk Executive,2.4,34083.77,31.0,0.0,Yes,8.2,8.0,1.0,10.0,7,6.0,11.0,3.0,5.0,N,7.0,Low,Low,Low,-
EMP3252,39.0,Male,Marketting,Content Strategist,6.4,35722.03,41.0,0.0,No,7.2,9.0,1.0,10.0,5,7.0,5.0,5.0,5.0,N,7.0,Low,Low,Low,2015/07/12
EMP6653,33.0,Male,Operations,Operations Executive,0.5,23810.58,46.0,18.0,No,7.2,8.0,1.0,8.0,3,6.0,50.0,4.0,5.0,No,8.0,Low,Low,Low,"September 18, 2016"
EMP6459,28.0,Male,-,Marketing Executive,5.5,33554.67,45.0,5.0,-,6.8,8.0,1.0,10.0,3,4.0,5.0,3.0,5.0,-,8.0,Low,Low,Low,"March 02, 2018"
EMP1758,40.0,Male,Legal,Legal Counsel,2.6,27695.11,52.0,17.0,No,6.3,9.0,2.0,8.0,3,4.0,1.0,3.0,4.0,No,7.0,Low,Low,Medium,-
EMP1621,29.0,Male,R&D,Research Analyst,11.0,38864.51,45.0,0.0,No,8.4,10.0,1.0,9.0,6,5.0,6.0,4.0,5.0,No,8.0,Low,Low,Low,-
EMP4046,40.0,Female,Customer Support,Customer Success Manager,3.8,44481.88,62.0,29.0,Yes,6.5,6.0,1.0,9.0,6,5.0,20.0,2.0,5.0,Yes,6.0,Low,Low,Low,"April 14, 2024"
EMP1108,31.0,M,Customer Support,Support Team Lead,3.3,40306.7,45.0,3.0,No,6.7,8.0,1.0,10.0,7,8.0,19.0,5.0,5.0,Y,8.0,-,Low,Low,09-05-2025
EMP4604,55.0,Female,Hr,Support Executive,9.2,40949.56,45.0,2.0,No,7.4,10.0,1.0,9.0,6,6.0,12.0,3.0,5.0,No,8.0,Low,Low,Low,2017-01-31
EMP4250,34.0,Male,Cust. Support,Support Executive,9.2,39227.27,31.0,5.0,Yes,8.5,10.0,1.0,9.0,3,6.0,0.0,2.0,5.0,Yes,8.0,Low,Low,Low,2015-08-10
EMP3461,20.0,Male,Hr,Hr Generalist,2.0,28973.03,51.0,12.0,Yes,7.2,8.0,2.0,9.0,5,6.0,5.0,3.0,4.0,No,6.0,Low,Low,Low,"December 28, 2020"
EMP4620,25.0,Female,Admin,Front Desk Executive,0.6,24667.33,55.0,20.0,No,6.7,7.0,1.0,9.0,4,6.0,10.0,5.0,5.0,N,8.0,Low,Low,Low,19-Feb-2017
EMP6392,30.0,Male,Finance,Accountant,7.0,41410.8,45.0,1.0,Yes,7.2,9.0,3.0,8.0,3,5.0,11.0,2.0,5.0,N,8.0,Low,Low,Low,2025/09/27
EMP3219,41.0,Male,Sales,Sales Manager,2.4,35752.3,55.0,19.0,No,6.3,8.0,1.0,10.0,7,8.0,7.0,4.0,5.0,Yes,6.0,Low,Low,Low,2015/11/11
EMP6427,20.0,Female,R&D,R&D Egnineer,2.0,20011.7,55.0,18.0,Yes,7.3,7.0,2.0,10.0,5,6.0,36.0,5.0,5.0,-,8.0,Low,Low,Low,"September 29, 2015"
EMP4762,48.0,Male,R&D,-,-4.524738241432482,24504.51,43.0,0.0,Yes,15.0,10.0,1.0,10.0,5,5.0,8.0,2.0,5.0,No,7.0,Low,Low,Low,20/10/2023
 emp2595 ,44.0,Male,Admin,Office Manager,2.3,33852.52,50.0,6.0,Yes,6.8,9.0,1.0,8.0,6,6.0,10.0,3.0,5.0,Yes,7.0,Low,Low,Low,-
EMP5199,30.0,Other,It,Devops Engineer,0.4,32425.18,43.0,8.0,No,8.1,10.0,1.0,9.0,8,8.0,15.0,1.0,5.0,No,8.0,Low,Low,Low,2024/07/31
EMP3317,41.0,Female,Hr,Recruiter,1.8,32425.18,39.0,0.0,Y,9.0,7.0,2.0,8.0,6,7.0,5.0,4.0,4.0,No,7.0,Low,Low,Low,17/11/2023
EMP6272,37.0,Female,Legal,Compliance Officer,4.2,30618.61,41.0,1.0,No,7.2,9.0,1.0,7.0,5,6.0,0.0,5.0,5.0,N,8.0,Low,Low,Low,17/01/2024
EMP3043,38.0,Male,Hr,,2.8,32425.18,41.0,0.0,No,7.6,8.0,1.0,7.0,6,8.0,10.0,3.0,5.0,No,8.0,Low,Low,Low,10-31-2021
EMP1883,27.0,Female,Legal,Legal Advisor,3.9,31356.3,32.0,0.0,Yes,7.8,10.0,1.0,10.0,1,6.0,4.0,2.0,5.0,Yes,5.0,Low,Low,Low,2022-10-30
EMP4445,40.0,Male,Human Resources,Hr Manager,0.3,40648.68,48.0,6.0,No,6.4,10.0,1.0,5.0,3,4.0,3.0,2.0,5.0,N,7.0,Low,Low,Medium,"April 01, 2021"
EMP5730,34.0,Female,Finance,Finance Manager,1.4,41445.73,45.0,2.0,N,7.2,10.0,1.0,8.0,5,7.0,15.0,1.0,5.0,N,8.0,Low,Low,Low,2021-08-28
EMP1709,22.0,Female,Marketting,Marketing Executive,2.5,28557.97,42.0,0.0,Yes,7.7,10.0,2.0,9.0,6,7.0,2.0,1.0,5.0,No,8.0,Low,Low,Low,2025-07-28
EMP2539,34.0,Female,Hr,Hr Executive,5.0,37666.16,45.0,5.0,Y,7.9,8.0,1.0,7.0,5,5.0,11.0,4.0,5.0,No,7.0,Low,Low,Low,2020/08/30
 emp1176 ,36.0,Male,Hr,Accountant,0.7,23856.62,45.0,5.0,No,7.2,9.0,1.0,8.0,8,8.0,25.0,5.0,5.0,Yes,7.0,Low,Low,Low,2024-05-26
EMP6738,50.0,Other,Hr,Compliance Officer,1.7,25508.39,30.0,0.0,No,8.9,10.0,1.0,8.0,7,7.0,2.0,5.0,5.0,Yes,7.0,Low,Low,Low,2024/09/08
EMP4472,29.0,M,R&D,Support Team Lead,2.5,25249.3,39.0,4.0,Y,7.2,10.0,1.0,10.0,6,6.0,10.0,5.0,5.0,Yes,7.0,Low,Low,Low,14/02/2017
EMP5245,29.0,Male,Admin,Front Desk Executive,4.5,31270.27,36.0,4.0,Yes,7.3,8.0,1.0,10.0,5,5.0,2.0,1.0,5.0,Yes,7.0,Low,Low,Low,19/05/2017
EMP6033,34.0,Female,Admin,Office Manager,6.4,48430.5,44.0,6.0,No,20.0,8.0,1.0,8.0,6,4.0,10.0,6.0,5.0,Yes,8.0,Low,Low,Low,08-02-2021
EMP4265,26.0,Male,Rnd,Data Scientist,2.5,54423.55,39.0,3.0,No,7.3,10.0,1.0,9.0,4,5.0,28.0,3.0,5.0,N,7.0,Low,Low,Low,"July 05, 2017"
EMP2105,35.0,Female,Legal,Compliance Officer,0.3,32425.18,41.0,6.0,No,7.2,10.0,1.0,10.0,6,5.0,1.0,5.0,5.0,Y,8.0,Low,Low,Low,-
EMP4527,40.0,Female,Operations,Operations Executive,7.8,36159.75,45.0,1.0,No,7.3,10.0,1.0,9.0,5,6.0,2.0,2.0,5.0,No,5.0,Low,Low,Low,2020-07-07
EMP6878,33.0,Female,Hr,Hr Generalist,7.0,33947.01,30.0,0.0,No,8.0,10.0,1.0,9.0,5,6.0,1.0,0.0,5.0,No,6.0,Low,Low,Low,17-Feb-2026
EMP3254,40.0,Male,Customer Support,Support Team Lead,0.5,29582.17,48.0,12.0,Yes,6.4,9.0,3.0,8.0,7,6.0,20.0,7.0,4.0,No,7.0,Low,Low,Low,10/04/2025
EMP2210,31.0,Other,R&D,Data Scientist,-11.55731821393085,50937.78,45.0,12.0,No,6.6,8.0,1.0,10.0,8,7.0,8.0,1.0,5.0,No,9.0,Low,Low,Low,10/07/2021
EMP5910,48.0,Female,It,Software Engineer,3.3,33399.71,47.0,5.0,Yes,7.0,8.0,1.0,10.0,7,7.0,22.0,3.0,5.0,No,6.0,Low,Low,Low,2021/07/17
EMP6764,38.0,Male,Marketing,Seo Specialist,3.0,26137.26,44.0,3.0,N,6.9,8.0,1.0,10.0,6,7.0,11.0,3.0,5.0,-,7.0,Low,Low,Low,02-05-2019
EMP4403,37.0,Female,Admin,Admin Executive,1.7,32425.18,49.0,9.0,No,7.5,10.0,1.0,10.0,1,6.0,11.0,5.0,5.0,Yes,8.0,Low,Low,Low,10-30-2022
EMP1505,20.0,Female,-,Auditor,2.0,28025.68,51.0,5.0,Yes,6.8,8.0,1.0,6.0,6,7.0,30.0,0.0,5.0,Yes,8.0,Low,Low,Low,09/09/2017
EMP3125,25.0,Male,Hr,Hr Generalist,0.0,27731.0,43.0,0.0,No,7.7,10.0,1.0,10.0,6,6.0,2.0,5.0,5.0,Y,7.0,Low,Low,Low,2022/11/10
EMP6441,20.0,Female,Customer Support,Support Executive,2.0,33844.05,48.0,3.0,No,7.4,9.0,1.0,10.0,8,6.0,12.0,8.0,5.0,No,7.0,Low,Low,Low,05-24-2026
EMP1726,40.0,Male,Legal,Compliance Officer,4.9,44183.34,39.0,10.0,N,7.8,9.0,2.0,8.0,6,7.0,5.0,2.0,5.0,No,7.0,Low,Low,Low,-
EMP6120,33.0,Male,Finance,Support Team Lead,0.6,44561.98,33.0,6.0,No,7.9,9.0,1.0,10.0,8,8.0,2.0,2.0,5.0,Yes,9.0,Low,Low,Low,2025/02/02
EMP1630,37.0,Male,Customersupport,Support Executive,-11.0473817849131,39632.47,49.0,6.0,No,8.7,9.0,1.0,10.0,6,8.0,17.0,5.0,5.0,Yes,7.0,Low,Low,Low,2017-01-14
EMP4563,33.0,Male,Operations,Operations Manager,6.0,55651.91,45.0,9.0,No,7.7,9.0,1.0,10.0,7,6.0,4.0,1.0,5.0,No,7.0,Low,Low,Low,2026-03-21
EMP3634,39.0,Female,It,Software Engineer,7.1,32425.18,45.0,-24.0,Yes,6.9,8.0,2.0,9.0,4,5.0,10.0,3.0,5.0,No,8.0,Low,Low,Low,06-18-2025
EMP4348,31.0,Female,Information Technology,Support Team Lead,3.3,27570.83,45.0,2.0,Yes,7.0,10.0,1.0,10.0,4,7.0,4.0,3.0,5.0,N,8.0,Low,Low,Low, 
EMP1748,42.0,Male,Admin,Support Team Lead,8.1,48015.23,47.0,18.0,N,6.3,8.0,2.0,9.0,7,6.0,16.0,1.0,5.0,No,7.0,Low,Low,Low,"June 19, 2026"
EMP6408,39.0,Male,Finance,Auditor,2.5,42501.36,45.0,1.0,N,7.7,10.0,3.0,10.0,7,6.0,35.0,3.0,5.0,No,7.0,-,Low,Low,2025/10/13
EMP1614,33.0,Male,Operations,Operations Manager,2.0,32294.91,45.0,1.0,No,7.1,9.0,1.0,9.0,7,7.0,11.0,0.0,5.0,Yes,7.0,Low,Low,Low,"January 11, 2016"
EMP2325,35.0,Male,Information Technology,Qa Engineer,10.3,43823.43,33.0,0.0,Yes,7.2,10.0,1.0,10.0,,7.0,0.0,3.0,5.0,Y,8.0,Low,Low,Low,2021-07-08
EMP6723,27.0,Female,Operations,Operations Executive,0.2,27600.89,65.0,30.0,N,7.0,6.0,3.0,6.0,5,4.0,1.0,4.0,5.0,No,8.0,,Low,Medium,2021-04-08
EMP4151,29.0,Male,Operations,Operations Manager,1.9,45342.43,44.0,0.0,N,8.2,9.0,1.0,9.0,7,8.0,4.0,3.0,5.0,,6.0,Low,Low,Low,"July 05, 2016"
EMP3579,37.0,Male,Marketing,Content Strategist,6.1,31480.55,36.0,0.0,No,6.3,10.0,1.0,9.0,6,7.0,16.0,3.0,5.0,No,6.0,Low,Low,-,"February 22, 2015"
EMP5841,36.0,Female,It,Software Engineer,6.4,32425.18,37.0,2.0,No,6.9,10.0,1.0,9.0,10,8.0,11.0,5.0,4.0,Yes,7.0,Low,Low,Low,06/10/2018
EMP5092,36.0,Female,Hr,,5.1,37567.25,51.0,9.0,Y,8.0,9.0,1.0,10.0,6,4.0,8.0,5.0,5.0,Y,9.0,Low,Low,Low,2026-03-10
EMP5089,44.0,Male,Sales,Sales Executive,11.7,40467.89,46.0,11.0,No,7.1,9.0,2.0,10.0,8,6.0,2.0,2.0,5.0,Y,7.0,Low,Low,Low,2024-04-17
EMP6698,25.0,Female,Finance,Finance Manager,7.0,49502.97,51.0,10.0,Y,8.5,9.0,1.0,10.0,4,6.0,8.0,6.0,4.0,Y,8.0,Low,Low,Low,12/04/2015
EMP1691,28.0,Female,Legal,Compliance Officer,1.6,27197.3,35.0,0.0,No,8.0,9.0,1.0,8.0,6,6.0,5.0,6.0,5.0,No,6.0,Low,Low,Low,2025-08-03
EMP2883,34.0,Male,Rnd,Research Analyst,9.9,41951.32,53.0,13.0,Yes,5.8,10.0,1.0,7.0,6,5.0,1.0,2.0,4.0,No,6.0,Low,Low,Low,2025/07/28
EMP3437,34.0,Female,Hr,Software Engineer,0.7,26527.4,38.0,0.0,No,6.7,10.0,1.0,10.0,9,7.0,21.0,4.0,5.0,Yes,7.0,-,Low,Low,2019/01/04
EMP1783,25.0,Male,It,System Admin,1.5,28847.19,53.0,19.0,No,8.5,9.0,1.0,9.0,5,5.0,16.0,3.0,5.0,Y,6.0,Low,Low,Low,03-19-2025
EMP4682,20.0,Female,It,Devops Engineer,2.0,35332.44,31.0,1.0,No,7.3,9.0,1.0,8.0,6,7.0,55.0,2.0,4.0,N,7.0,Low,Low,Low,06/12/2024
EMP5351,28.0,Male,Sales,Account Manager,0.0,40570.74,45.0,0.0,N,8.1,9.0,1.0,9.0,6,7.0,16.0,5.0,5.0,Yes,9.0,Low,Low,Low,10-Sep-2023
EMP5028,38.0,Male,Finance,Finance Manager,6.0,48366.12,45.0,0.0,No,7.1,9.0,1.0,10.0,6,7.0,9.0,5.0,4.0,Y,6.0,Low,Low,Low,2024-05-27
EMP1231,37.0,Male,Information Technology,Devops Engineer,-5.924974163391798,24576.5,52.0,20.0,No,7.3,7.0,3.0,9.0,9,7.0,0.0,3.0,4.0,Yes,5.0,Low,Low,Low,-
EMP4776,33.0,Female,It,Software Engineer,0.6,27959.91,45.0,10.0,Yes,8.2,8.0,1.0,9.0,8,5.0,16.0,4.0,5.0,No,7.0,Low,Low,Low,04-04-2018
EMP3491,33.0,Male,Human Resources,Hr Executive,4.0,26224.04,45.0,4.0,Yes,7.9,9.0,1.0,10.0,6,6.0,46.0,4.0,5.0,N,8.0,Low,Low,Low,08-22-2017
EMP5298,46.0,Male,Finance,Finacnial Analyst,3.9,33031.59,37.0,-4.0,No,6.7,9.0,2.0,6.0,7,8.0,6.0,3.0,5.0,No,7.0,Low,Low,Low,2015/06/15
EMP5278,33.0,F,Research And Development,R&D Engineer,1.4,21198.48,45.0,0.0,Yes,7.3,10.0,1.0,10.0,6,7.0,1.0,6.0,5.0,No,6.0,Low,Low,Low,2018-03-08
EMP5323,35.0,Female,Sales,Sales Manager,0.4,30596.44,50.0,10.0,No,5.3,8.0,1.0,10.0,6,8.0,11.0,2.0,5.0,Yes,9.0,Low,Low,Low,"March 11, 2015"
EMP6134,43.0,Male,Hr,System Admin,0.0,29719.89,30.0,1.0,No,7.9,9.0,1.0,10.0,4,5.0,7.0,3.0,5.0,Yes,6.0,Low,Low,Low,2021/05/29
EMP6143,33.0,Female,Admin,Office Manager,3.7,32425.18,50.0,6.0,No,6.6,8.0,1.0,8.0,7,7.0,0.0,3.0,5.0,N,7.0,Low,Low,Low,08-03-2024
EMP6114,31.0,Male,Customer Support,Support Team Lead,2.0,34796.28,43.0,0.0,Y,6.8,8.0,1.0,10.0,5,5.0,19.0,5.0,5.0,No,8.0,Low,Low,Low,2022-03-31
EMP5295,25.0,Female,Hr,Operations Manager,4.8,42981.06,43.0,7.0,No,8.7,8.0,1.0,7.0,6,9.0,0.0,3.0,5.0,No,7.0,Low,Low,Low,2018/09/28
EMP6818,31.0,Male,R&D,Data Scientist,1.9,33910.9,52.0,8.0,Y,7.4,9.0,1.0,8.0,7,7.0,19.0,3.0,5.0,N,7.0,Low,Low,Low,02-01-2023
EMP1559,35.0,M,Hr,Hr Manager,4.3,46997.39,50.0,9.0,N,7.0,9.0,2.0,6.0,6,6.0,3.0,6.0,5.0,N,7.0,Low,Low,Low,31/03/2017
EMP4166,33.0,Male,Sales,Account Manager,1.2,34058.55,41.0,6.0,N,7.3,9.0,1.0,8.0,4,7.0,12.0,5.0,5.0,Yes,8.0,Low,Low,Low,2021/05/05
EMP4830,26.0,Male,Customer Support,Support Executive,9.0,30686.6,55.0,18.0,No,7.0,9.0,2.0,8.0,5,4.0,9.0,2.0,5.0,N,8.0,Low,Low,Low,2024-10-15
EMP1166,33.0,Female,,Account Manager,5.0,38614.76,47.0,13.0,No,7.4,9.0,1.0,10.0,6,8.0,8.0,2.0,5.0,N,8.0,Low,Low,Low,08-Mar-2023
EMP1043,41.0,Female,Sales,Sales Executive,1.4,28095.15,45.0,4.0,No,7.2,9.0,1.0,10.0,5,7.0,11.0,0.0,5.0,No,8.0,Low,Low,Low,02-04-2022
EMP4268,33.0,Male,Legal,Legal Advisor,2.5,29374.5,40.0,5.0,Yes,7.2,10.0,1.0,10.0,6,7.0,4.0,4.0,5.0,No,6.0,Low,Low,Low,06-21-2024
EMP4233,35.0,Female,Finance,Accountant,5.9,34131.89,44.0,2.0,No,7.0,10.0,1.0,7.0,6,6.0,8.0,2.0,5.0,Y,7.0,Low,Low,Low,06-25-2015
EMP1170,33.0,Male,Hr,System Admin,16.7,47961.05,51.0,18.0,No,6.8,8.0,2.0,8.0,8,6.0,10.0,3.0,5.0,Yes,6.0,Low,Low,Low,2023/11/30
EMP4712,36.0,Male,Sales,Account Manager,5.7,32425.18,36.0,3.0,No,7.9,8.0,1.0,8.0,8,7.0,5.0,3.0,5.0,No,8.0,Low,Low,Low,"June 01, 2030"
EMP2487,33.0,Male,Marketing,Content Strategist,1.4,28307.44,56.0,24.0,N,6.7,8.0,2.0,7.0,5,6.0,5.0,4.0,5.0,No,9.0,Low,Low,Low,06-21-2026
EMP1506,59.0,Male,Marketing,Marketing Executive,1.6,25138.7,50.0,15.0,Yes,6.2,7.0,1.0,6.0,6,5.0,9.0,6.0,5.0,N,6.0,Low,Low,Low,2018/04/30
EMP6296,29.0,Female,Sales,,0.6,38440.58,51.0,3.0,Yes,6.4,9.0,2.0,7.0,6,6.0,5.0,1.0,5.0,,7.0,Low,Low,Low,2015/09/03
EMP2362,32.0,Male,Hr,Logistics Coordinator,3.9,32425.18,50.0,2.0,Y,6.4,10.0,1.0,8.0,6,6.0,4.0,3.0,5.0,Yes,6.0,Low,Low,Low,03-19-2024
EMP4891,38.0,Male,Legal,Legal Counsel,0.4,25636.21,41.0,0.0,-,8.0,10.0,1.0,9.0,4,5.0,32.0,4.0,5.0,Yes,8.0,Low,Low,Low,2022/03/06
EMP6368,20.0,Male,Information Technology,System Admin,2.0,24362.62,44.0,0.0,N,8.2,8.0,1.0,9.0,8,7.0,36.0,3.0,5.0,No,7.0,Low,Low,Low,2020/10/15
EMP1332,32.0,Female,Sales,Account Manager,8.2,49974.41,35.0,9.0,No,7.2,10.0,1.0,10.0,5,7.0,0.0,1.0,5.0,Yes,8.0,Low,Low,Low,07-07-2022
EMP6965,28.0,Female,R&D,Data Scientist,2.5,42546.4,41.0,6.0,Yes,8.5,10.0,1.0,10.0,7,8.0,7.0,5.0,5.0,No,7.0,Low,Low,Low,"November 25, 2024"
EMP5244,37.0,Male,Operations,Operations Executive,2.5,32425.18,43.0,0.0,Yes,6.4,10.0,1.0,8.0,8,7.0,8.0,4.0,5.0,N,9.0,Low,Low,Low,06-Jan-2015
EMP3045,29.0,-,It,System Admin,4.4,32425.18,34.0,3.0,Yes,8.2,10.0,1.0,10.0,6,6.0,0.0,-9.0,5.0,No,6.0,Low,Low,Low,03-06-2022
EMP3384,34.0,Male,Customer Support,Support Executive,1.8,26047.6,46.0,8.0,N,5.0,9.0,1.0,10.0,6,7.0,11.0,2.0,5.0,N,7.0,Low,Low,Low,04-10-2015
EMP2492,35.0,Male,It,Software Engineer,1.8,26490.46,42.0,6.0,Yes,7.0,10.0,1.0,10.0,10,7.0,39.0,1.0,5.0,No,7.0,Low,Low,Low,11-16-2021
EMP5269,23.0,Male,Marketing,Content Strategist,5.0,27970.99,47.0,6.0,No,6.4,10.0,1.0,9.0,7,8.0,5.0,4.0,5.0,No,6.0,Low,Low,Low,15-Aug-2024
EMP3995,39.0,Female,Sales,Sales Executive,2.3,25946.73,41.0,0.0,Yes,7.1,10.0,2.0,8.0,4,6.0,12.0,4.0,5.0,Y,7.0,Low,Low,Low,01-09-2015
EMP4033,20.0,Female,Operations,Logistics Coordinator,2.0,33302.43,37.0,0.0,No,7.3,10.0,1.0,10.0,4,5.0,0.0,0.0,5.0,Yes,7.0,Low,Low,Low,2027-03-15
EMP5975,33.0,Other,Sale,Business Development Executive,5.1,30506.9,50.0,10.0,No,8.0,10.0,1.0,9.0,3,5.0,3.0,3.0,4.0,No,6.0,Low,Low,Low,04-10-2016
EMP5082,45.0,Male,Admin,Front Desk Executive,0.6,20425.43,50.0,15.0,No,5.2,9.0,1.0,7.0,5,6.0,0.0,4.0,5.0,No,6.0,Low,Low,Low,2020-05-16
EMP2605,24.0,Male,Hr,Recruiter,0.6,28118.64,52.0,12.0,Yes,6.9,7.0,3.0,8.0,4,5.0,23.0,4.0,5.0,No,6.0,Low,Low,Low,30-Aug-2024
EMP4152,31.0,Male,Customer Support,Support Team Lead,2.5,53063.22,40.0,0.0,Yes,7.5,10.0,1.0,10.0,7,9.0,31.0,4.0,5.0,Yes,8.0,Low,Low,Low,04/09/2022
EMP3458,31.0,Male,Finance,Finance Manager,6.2,50578.98,48.0,8.0,Yes,9.0,9.0,1.0,10.0,8,7.0,11.0,2.0,5.0,N,8.0,Low,Low,Low,2025/04/28
EMP3307,33.0,Female,Research And Development,R&D Engineer,1.8,23198.73,59.0,14.0,Yes,7.2,7.0,1.0,8.0,4,7.0,0.0,0.0,5.0,Yes,7.0,Low,Low,Low,19/05/2015
EMP2026,50.0,Female,Sales,Sales Executive,0.6,32425.18,44.0,6.0,No,7.1,10.0,1.0,10.0,5,6.0,11.0,4.0,5.0,No,7.0,Low,Low,Low,2015-09-25
EMP4129,38.0,Female,Finance,Accountant,0.0,32425.18,55.0,13.0,-,7.2,8.0,1.0,10.0,6,6.0,38.0,5.0,5.0,Y,7.0,Low,Low,Low,2024/12/05
EMP5831,24.0,Male,Operations,Operations Executive,6.0,29110.59,43.0,0.0,No,7.6,10.0,1.0,9.0,1,5.0,45.0,3.0,5.0,Y,9.0,Low,Low,Low,01-23-2022
EMP5823,33.0,Male,Customer Support,Customer Success Manager,7.2,38825.39,48.0,10.0,No,6.6,9.0,1.0,10.0,6,6.0,3.0,5.0,5.0,Yes,8.0,Low,Low,Low,2020-11-29
EMP5647,33.0,Male,Operations,Logistics Coordinator,6.5,32425.18,34.0,0.0,Y,6.7,10.0,2.0,8.0,4,4.0,2.0,1.0,4.0,No,6.0,Low,Low,Low,"September 07, 2021"
EMP6582,32.0,Male,Sales,Business Development Executive,2.5,44512.68,45.0,4.0,No,7.2,9.0,1.0,10.0,5,5.0,5.0,2.0,5.0,No,7.0,Low,Low,Low,2018-06-08
EMP3697,39.0,Male,It,System Admin,1.7,32425.18,34.0,0.0,No,7.2,10.0,1.0,10.0,1,5.0,2.0,2.0,5.0,Yes,9.0,Low,Low,Low, 
EMP3513,28.0,Female,Finance,Auditor,4.9,41107.56,53.0,19.0,No,7.0,8.0,1.0,7.0,6,7.0,12.0,1.0,5.0,Y,6.0,Low,Low,Low,29-Jun-2019
EMP4749,26.0,Male,Admin,Office Manager,1.5,32425.18,44.0,5.0,No,7.5,9.0,1.0,9.0,4,5.0,2.0,4.0,5.0,-,7.0,Low,Low,Low,29/02/2016
EMP5673,38.0,Female,Customer Support,Customer Success Manager,2.2,40313.67,39.0,0.0,No,8.2,9.0,1.0,10.0,6,7.0,2.0,1.0,5.0,N,8.0,Low,Low,Low,"February 23, 2024"
EMP2338,32.0,Female,R&D,R&D Engineer,0.6,17970.28,34.0,5.0,Y,8.5,10.0,1.0,10.0,8,7.0,10.0,3.0,5.0,No,7.0,Low,Low,Low,"October 27, 2015"
EMP6659,49.0,Male,Legal,Legal Counsel,1.5,23554.39,54.0,15.0,Yes,7.7,8.0,1.0,9.0,6,5.0,10.0,1.0,5.0,Yes,8.0,Low,Low,Low,02-08-2021
EMP6963,37.0,M,Marketing,Support Team Lead,10.3,38212.24,51.0,7.0,Yes,6.3,8.0,4.0,9.0,1,5.0,0.0,3.0,5.0,Yes,8.0,Low, ,Medium, 
 emp4679 ,38.0,Male,Hr,Hr Generalist,6.0,37000.07,37.0,0.0,No,5.7,10.0,1.0,8.0,8,7.0,23.0,0.0,4.0,Yes,6.0,Unknown,Low,Low,"January 23, 2022"
EMP2956,33.0,Male,Hr,Recruiter,0.7,29042.34,45.0,0.0,Y,7.2,10.0,1.0,10.0,7,7.0,28.0,5.0,5.0,No,9.0,Low,Low,Low,03/11/2023
EMP4245,33.0,Male,Admin,Admin Executive,3.2,22709.87,36.0,0.0,Yes,7.2,9.0,1.0,10.0,3,5.0,10.0,2.0,5.0,Y,7.0,Low,Low,Low,07-15-2018
EMP6390,21.0,Male,It,Software Engineer,3.0,28197.91,43.0,14.0,No,6.5,9.0,2.0,10.0,4,6.0,10.0,0.0,3.0,Yes,8.0,Low,Low,Low,02-Jun-2021
EMP6292,39.0,Female,R&D,Research Analyst,0.2,27744.38,42.0,2.0,No,8.5,10.0,1.0,10.0,5,7.0,1.0,4.0,5.0,Y,6.0,Low,Low,Low,03-16-2023
EMP2398,42.0,Male,Hr,Business Development Executive,4.0,28404.91,45.0,0.0,N,8.2,9.0,1.0,10.0,8,8.0,0.0,2.0,5.0,Yes,7.0,Low,Low,Low, 
